BIDS_ID,Proposal_Result,Proposal_Category,Ownership,Pursuit_Type,Customer_Classification,Vertical_Name,Deal_Category,H1_Service,H2_Service,H3_Service,DoD_Service_Line,BigData_Service_Line,Analytics_Service_Line,CBC_Service_Line,EDM_Service_Line,BISquad_Line,CPM_Service_Line,AVM_Service_Line,Is_Tech_ETL,Is_Tech_BI,Is_Tech_Visualization,Is_Tech_BigData,Is_Oracle_CoE,Is_MSBI_CoE,Is_Infa_CoE,Is_Microstrategy_CoE,Is_IBM_CoE,Is_In_Memory_CoE,Is_Teradata_CoE,Billing_Type,Overall_TCV,AIM_TCV,Profitability_Percent,Confidence_Percent,Duration_of_RFP_Prep_In_Days,Win_Theme_Comp_Pricing,Win_Theme_Delivery_Model,Win_Theme_Domain_Expertise,Win_Theme_Tech_Solutions,Win_Theme_Account_Relationship,Win_Theme_Others,Is_Value_Assets,Is_Legal_Review_Required,Is_GDO_Review_Required,Is_AIM_Deal_Review_Required,Is_Comp_Infy,Is_Comp_Accenture,Is_Comp_TCS,Is_Comp_Wipro,Is_Comp_Capgemini,Is_Comp_IBM,Is_Comp_Others,No_Comp,Geo,Sub_Geo,Solution_Category,Initiation_Date,Announced_Date
PRO0000000001822,Win,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.095,0.095,40,20,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,UK,United Kingdom,Assessment,3/21/2016,4/11/2016
PRO0000000001858,Win,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.085,0.085,40,20,21,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,US,United States of America,Big Data,3/31/2016,4/22/2016
RFI0000000001860,Win,1,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,25,72,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,CE,Rest of Europe,Big Data,4/4/2016,8/31/2016
PRO0000000001868,Win,0,1,0,1,2,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.1,1.1,1,50,34,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,UK,United Kingdom,Big Data,4/7/2016,6/14/2016
RFP0000000001895,Win,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.1,0.15,40,60,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,US,United States of America,Big Data,4/14/2016,9/2/2016
PRO0000000001899,Win,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0.1975,0.1975,32,30,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ME,UAE,Dev & Maint,4/4/2016,8/4/2016
RFP0000000001913,Win,0,1,1,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,50,5,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,CE,Germany,DQ,4/20/2016,6/1/2016
RFP0000000001924,Win,0,1,1,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1,0.9,39,10,4,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,US,United States of America,DG,4/14/2016,5/13/2016
RFI0000000001988,Win,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,50,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ME,UAE,Development,5/10/2016,6/23/2016
PRO0000000002009,Win,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,US,United States of America,Maintenance,5/19/2016,7/14/2016
RFP0000000002030,Win,0,1,1,1,3,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.9,0.9,1,50,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,US,United States of America,Big Data,5/23/2016,7/1/2016
RFP0000000002031,Win,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.604,0.604,43,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,US,United States of America,Big Data,5/20/2016,6/24/2016
PRO0000000002054,Win,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.1,0.1,1,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,US,United States of America,Development,5/24/2016,10/12/2016
PRO0000000002145,Win,1,1,0,0,2,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.5,0.5,1,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,US,United States of America,Big Data,6/13/2016,7/4/2016
PRO0000000002163,Win,1,1,0,0,2,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.8,0.8,1,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,US,United States of America,Analytics,5/2/2016,7/8/2016
RFQ0000000002172,Win,0,1,3,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1,25,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,US,United States of America,Big Data,6/17/2016,7/4/2016
PRO0000000002194,Win,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0.17,40,20,19,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,US,United States of America,Dev & Maint,6/8/2016,7/21/2016
RFP0000000002217,Win,0,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.28,0.28,45,50,10,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,US,United States of America,Development,6/27/2016,8/4/2016
RFI0000000002273,Win,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,25,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,UK,United Kingdom,Analytics,7/6/2016,10/1/2016
PRO0000000002274,Win,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,8.2,8.2,40,40,143,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,CE,Benelux,Analytics,1/29/2016,7/20/2016
RFP0000000002396,Win,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.3,0.3,40,50,16,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,US,United States of America,Development,7/27/2016,9/29/2016
RFP0000000002403,Win,0,0,1,1,3,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.1,2.18,37.6,40,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,UK,United Kingdom,Development,8/1/2016,10/12/2016
RFP0000000002484,Win,0,1,1,1,2,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.35,0.35,1,30,19,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,US,United States of America,Development,8/17/2016,9/26/2016
RFQ0000000002488,Win,0,0,3,1,3,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,3,0,0.023,1,15,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,US,United States of America,Big Data,8/15/2016,9/30/2016
RFP00000000012,Loss,0,0,1,0,3,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,3.6,0,40,50,24,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,UK,United Kingdom,Development,4/7/2015,7/3/2015
RFP00000000038,Loss,0,0,1,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0.1,0,40,10,70,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,CE,Rest of Europe,Dev & Maint,4/6/2015,12/15/2015
PRO00000000049,Loss,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0.1,0,0,20,24,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,US,United States of America,Analysis,4/13/2015,5/8/2015
RFI00000000060,Loss,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,UK,United Kingdom,Development,4/17/2015,5/15/2015
RFP00000000074,Loss,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.294,0,43,25,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,US,United States of America,Analytics,4/15/2015,4/30/2015
PRO00000000096,Loss,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.15,0,45,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,APAC,India,MDM,4/22/2015,5/4/2015
RFP000000000101,Loss,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0.26,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,US,United States of America,Development,4/16/2015,6/3/2015
RFP000000000103,Loss,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,45,10,21,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,ME,UAE,,12/22/2014,3/4/2015
RFI000000000104,Loss,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,US,United States of America,,1/27/2015,2/27/2015
RFP000000000117,Loss,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0.7,0,41,50,9,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,CE,Germany,Development,3/18/2015,6/1/2015
PRO000000000125,Loss,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.25,0,49,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,UK,United Kingdom,Staff Aug,2/4/2015,3/18/2015
RFP000000000131,Loss,0,0,1,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.1,0,41,20,13,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,US,United States of America,Development,2/19/2015,3/14/2015
RFP000000000133,Loss,0,0,1,0,2,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,20,0,42,10,38,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,US,United States of America,Big Data,2/20/2015,2/12/2016
RFP000000000136,Loss,0,0,1,1,3,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.85,0,43,10,17,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,APAC,ANZ,MDM,1/30/2015,5/7/2015
RFP000000000175,Loss,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,10,20,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,CE,Switzerland,Maintenance,1/31/2015,6/15/2015
RFP000000000178,Loss,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,4,9.99,0,40,10,11,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,US,United States of America,Dev & Maint,3/5/2015,6/6/2015
RFI000000000213,Loss,0,1,2,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,10,5,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,UK,United Kingdom,Analytics,1/23/2015,7/31/2015
RFP000000000235,Loss,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.55,0,38,10,35,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,ME,UAE,Development,1/27/2015,4/1/2015
RFP000000000258,Loss,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.386,0,0,10,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,US,United States of America,Big Data,3/23/2015,4/22/2015
RFP000000000267,Loss,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.35,0,0,10,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,US,United States of America,Maintenance,1/27/2015,3/30/2015
RFP000000000310,Loss,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.15,0,0,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,US,United States of America,Staff Aug,1/26/2015,4/1/2015
RFP000000000324,Loss,0,1,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,43,0,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,US,United States of America,MDM,3/2/2015,4/10/2015
RFP000000000328,Loss,0,1,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,40,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,US,United States of America,MDM,3/18/2015,4/20/2015
RFP000000000333,Loss,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3.7,0,0,20,21,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,US,United States of America,Maintenance,2/16/2015,4/1/2015
RFP000000000340,Loss,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.78,0,0,20,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,US,United States of America,Development,1/2/2015,3/1/2015
RFP000000000346,Loss,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1.88,0,43,25,13,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,US,United States of America,Big Data,3/19/2015,4/29/2015
RFP000000000402,Loss,0,1,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,40,10,27,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,CE,Germany,Analytics,3/11/2015,5/7/2015
RFP000000000403,Loss,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.4,0,44,40,12,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,APAC,ASEAN,Development,3/18/2015,9/16/2015
RFP000000000408,Loss,0,1,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.1,0,43,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,US,United States of America,Assessment,2/23/2015,3/31/2015
RFP000000000423,Loss,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,10,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CE,Germany,Analytics,1/7/2015,5/7/2015
RFP000000000437,Loss,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,50,10,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,US,United States of America,Analytics,4/23/2015,6/23/2015
RFP000000000438,Loss,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,40,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CE,Rest of Europe,Development,3/27/2015,6/1/2015
RFP000000000550,Loss,0,1,1,1,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73,0,43,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,US,United States of America,,3/2/2015,5/15/2015
RFP000000000593,Loss,0,1,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,41,35,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CE,Benelux,MDM,5/11/2015,7/3/2015
RFP000000000654,Loss,0,0,1,0,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.36,0,45,20,29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,UK,United Kingdom,MDM,5/26/2015,9/16/2015
RFP000000000668,Loss,0,0,1,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2.5,0,0,30,23,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,US,United States of America,Development,6/3/2015,8/23/2015
RFI000000000679,Loss,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,UK,United Kingdom,Analytics,6/10/2015,7/24/2015
RFQ000000000682,Loss,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.116,0,40,10,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CE,Nordics,Maintenance,6/3/2015,11/6/2015
RFP000000000701,Loss,0,0,1,0,3,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4.2,0,45,10,16,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,UK,United Kingdom,Dev & Maint,6/10/2015,7/21/2015
PRO000000000711,Loss,0,1,0,0,3,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,10,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,US,United States of America,Big Data,6/15/2015,7/1/2015
RFP000000000717,Loss,0,1,1,1,2,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0.4,0,48,25,23,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,US,United States of America,Dev & Maint,6/17/2015,9/4/2015
RFP000000000733,Loss,0,0,1,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,16,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,UK,United Kingdom,Development,6/12/2015,6/30/2015
RFP000000000745,Loss,0,1,1,0,2,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,0.35,0,41,10,9,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,US,United States of America,Dev & Maint,6/24/2015,7/16/2015
RFP000000000763,Loss,0,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6,0,46,40,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,CE,Germany,Development,6/30/2015,9/16/2015
RFP000000000952,Loss,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.144,0,40,10,33,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,CE,Rest of Europe,Strategy,7/15/2015,8/28/2015
RFP000000000992,Loss,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2.13,0,40,25,35,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,UK,Ireland,Dev & Maint,7/20/2015,12/23/2015
RFP0000000001014,Loss,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,20,19,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,CE,Rest of Europe,Analytics,7/22/2015,10/13/2015
RFP0000000001044,Loss,0,1,1,1,2,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.89,0,44,25,39,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,US,United States of America,Development,8/3/2015,9/25/2015
RFP0000000001064,Loss,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,41,80,34,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,CE,Benelux,MDM,7/28/2015,9/15/2015
RFP0000000001112,Loss,1,1,1,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.3,5.3,0,20,25,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,US,United States of America,Development,8/20/2015,1/20/2016
RFP0000000001124,Loss,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,10,31,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,US,Canada,Dev & Maint,8/24/2015,12/17/2015
PRO0000000001150,Loss,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0,40,10,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,APAC,ASEAN,Development,8/19/2015,11/12/2015
RFP0000000001197,Loss,0,1,1,1,3,2,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.048,0,47,50,28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,CE,Switzerland,Big Data,9/16/2015,10/20/2015
PRO0000000001207,Loss,0,1,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.067,0,40,10,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,US,United States of America,Development,9/15/2015,10/8/2015
PRO0000000001218,Loss,1,1,0,0,3,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1.6,0,47,25,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,US,United States of America,Big Data,9/23/2015,1/6/2016
RFI0000000001224,Loss,0,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,UK,United Kingdom,Dev & Maint,9/22/2015,11/6/2015
PRO0000000001225,Loss,1,1,0,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0,42,10,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,CE,Switzerland,Big Data,9/18/2015,10/2/2015
RFP0000000001303,Loss,0,0,1,0,2,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.284,0,37,50,16,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,CE,EU,Big Data,10/14/2015,12/23/2015
RFP0000000001316,Loss,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.35,0,42,20,41,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,UK,United Kingdom,Dev & Maint,9/22/2015,12/7/2015
RFP0000000001383,Loss,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,15,1.2,35,25,66,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,US,United States of America,Maintenance,10/26/2015,5/12/2016
PRO0000000001432,Loss,0,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.537435,0,43,50,21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,UK,United Kingdom,MDM,11/23/2015,1/21/2016
PRO0000000001438,Loss,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.4,0,45,25,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,US,United States of America,Dev & Maint,11/13/2015,12/28/2015
RFP0000000001445,Loss,1,1,1,0,2,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,30,27,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,US,United States of America,Big Data,11/24/2015,1/20/2016
RFP0000000001458,Loss,1,1,1,0,2,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.9,1.9,43,20,42,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,US,United States of America,Big Data,11/25/2015,4/19/2016
RFP0000000001494,Loss,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,40,25,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,US,United States of America,Development,12/18/2015,5/25/2016
RFP0000000001578,Loss,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,4.5,42,40,36,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,US,United States of America,Development,1/20/2016,10/10/2016
RFP0000000001599,Loss,0,0,1,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,1.5,42,50,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,US,United States of America,MDM,1/12/2016,5/16/2016
PRO0000000001608,Loss,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.65,0.65,42,60,8,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,US,United States of America,Development,1/28/2016,3/24/2016
